[zhangx@login-2 CRF_TAO]$ mpirun -n 2 ./seq_train -data ./train.txt -tdata ./test.txt -lambda 1e-3 -loss IID -tol 1e-3
2 machines found
login-2.extreme.uic.edu
login-2.extreme.uic.edu
IID loss
Parsing training data: ./train.txt
Parsing test data: ./test.txt
Data loading completed
====================  Summary of settings =================
Training data: ./train.txt
Test data: ./test.txt
loss: IID, lambda: 1.000000e-03, Processors: 2
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err
73 6.24977 0.0172447 10.3562 76 20.263553 68.789994 22.963585 73.771445
74 6.2492 0.0198286 10.4585 77 20.201903 68.644561 22.936865 73.684211
75 6.2489 0.030555 10.5608 78 20.209610 68.760908 22.894877 73.509741
76 6.24853 0.0186076 10.7629 79 20.182638 68.673647 22.910146 73.626054
77 6.24801 0.0146824 11.0137 80 20.217316 68.644561 22.902512 73.509741
78 6.24773 0.0237426 11.193 81 20.236582 68.644561 22.910146 73.509741
79 6.24729 0.0180022 11.2984 82 20.236582 68.673647 22.902512 73.596976
80 6.24716 0.0509509 11.4054 83 20.205757 68.586387 22.902512 73.626054
81 6.24674 0.0126993 11.6779 84 20.221169 68.644561 22.917780 73.567898
82 6.2466 0.0102699 11.9498 85 20.221169 68.702734 22.921597 73.596976
83 6.24638 0.0160299 12.0524 86 20.209610 68.615474 22.925414 73.626054
84 6.24607 0.0196739 12.1547 87 20.213463 68.586387 22.921597 73.393428
85 6.2459 0.0257331 12.3591 89 20.178785 68.586387 22.925414 73.422507
86 6.24568 0.0118624 12.4638 90 20.182638 68.557301 22.944500 73.451585
87 6.24554 0.00881904 12.5686 91 20.221169 68.528214 22.921597 73.364350
88 6.24539 0.0107107 12.6713 92 20.228875 68.557301 22.894877 73.451585
89 6.24532 0.0330765 12.774 93 20.213463 68.586387 22.906329 73.538819
90 6.24513 0.0125765 12.9285 94 20.217316 68.528214 22.936865 73.509741
91 6.24505 0.00687208 13.2015 95 20.236582 68.586387 22.975036 73.538819
92 6.24497 0.0101105 13.3227 96 20.225022 68.586387 22.959768 73.538819
93 6.24483 0.0128728 13.4261 97 20.205757 68.557301 22.959768 73.538819
94 6.24475 0.0221884 13.7544 99 20.186491 68.557301 22.944500 73.509741
95 6.24462 0.0110379 14.0284 100 20.213463 68.528214 22.952134 73.567898
96 6.24454 0.00620402 14.1351 101 20.228875 68.586387 22.933048 73.509741
97 6.24447 0.00858714 14.2377 102 20.240435 68.615474 22.933048 73.451585
98 6.24441 0.010513 14.3403 103 20.248141 68.644561 22.959768 73.509741
99 6.24434 0.00723406 14.4429 104 20.248141 68.586387 22.952134 73.509741
100 6.24427 0.00712494 14.5457 105 20.228875 68.528214 22.967402 73.538819
101 6.24421 0.00830315 14.7666 106 20.213463 68.499127 22.959768 73.538819
102 6.24416 0.00653806 15.0073 107 20.194197 68.470041 22.933048 73.480663
103 6.24412 0.00575798 15.2723 108 20.213463 68.499127 22.948317 73.509741
104 6.24407 0.00495331 15.5171 109 20.209610 68.470041 22.936865 73.480663
105 6.24403 0.00576561 15.6876 110 20.217316 68.528214 22.933048 73.451585
106 6.24402 0.0137329 15.7899 111 20.232728 68.470041 22.955951 73.509741
107 6.24397 0.00412999 15.8922 112 20.221169 68.499127 22.944500 73.480663
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 15.67 seconds
Total wallclock time: 15.8922 seconds
Objective/gradient CPU time: 15.35 seconds
Objective/gradient wallclock time: 15.4814 seconds
