32 machines found
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
CRF loss
Parsing training data: ./train_petsc.txt
Parsing test data: ./test_petsc.txt
Data loading completed
====================  Summary of settings =================
Training data: ./train_petsc.txt
Test data: ./test_petsc.txt
loss: CRF, lambda: 1.000000e-04, Processors: 32
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err 
38 2.51597 0.141247 14.8322 40 11.439911 41.623037 15.714940 51.904623
39 2.47721 0.190277 15.1884 41 11.416792 41.012216 15.627147 51.003199
40 2.4505 0.17307 15.5712 42 11.308905 41.012216 15.566074 50.799651
41 2.42923 0.112613 15.9512 43 11.073864 40.226876 15.474464 50.886886
42 2.40914 0.109213 16.3445 44 10.981389 40.255963 15.321780 50.712416
43 2.38505 0.208147 16.6906 45 10.881208 40.255963 15.401939 51.061355
44 2.35997 0.097341 17.0621 46 10.650021 40.023269 15.176731 50.654260
45 2.34655 0.0874927 17.4411 47 10.522868 39.819663 15.142377 50.799651
46 2.32551 0.0987169 17.8052 48 10.526721 39.790576 15.104206 51.119511
47 2.31413 0.170599 18.186 49 10.534428 39.470622 15.127109 50.479791
48 2.29552 0.0776341 18.5641 50 10.345625 39.267016 14.936255 50.363478
49 2.28507 0.0639616 18.9231 51 10.241591 38.743455 14.928621 50.247165
50 2.2749 0.0807199 19.2982 52 10.176088 38.801629 14.875181 50.276243
51 2.26695 0.221755 19.6725 53 10.214619 38.917976 14.905718 50.421634
52 2.25195 0.0800493 20.0386 54 10.064347 38.656195 14.833193 50.276243
53 2.24283 0.0609804 20.4023 55 9.983432 38.510762 14.787388 50.218087
54 2.23488 0.0748072 20.7983 56 10.025816 38.452589 14.814108 50.247165
55 2.22165 0.101899 21.1719 57 9.906369 37.783595 14.802657 50.189008
56 2.21812 0.19131 21.5549 58 10.048935 38.103549 14.795023 49.752835
57 2.20298 0.0571676 21.95 59 9.810041 37.056428 14.783571 50.014539
58 2.19781 0.0484414 22.343 60 9.759951 37.201862 14.745400 49.810992
59 2.19039 0.0642768 22.7098 61 9.729126 37.318208 14.657607 49.607444
60 2.18489 0.168807 23.0794 62 9.756098 37.318208 14.726315 49.781913
61 2.17643 0.0724757 23.4519 63 9.713713 37.260035 14.653790 49.549288
62 2.17049 0.0473301 23.815 64 9.659770 37.056428 14.684327 49.549288
63 2.1658 0.0563567 24.1919 65 9.582707 36.940081 14.676693 49.607444
64 2.15811 0.0621675 24.5519 66 9.478673 36.823735 14.508741 49.142192
65 2.15694 0.184458 24.9466 67 9.482526 36.823735 14.554546 49.171271
66 2.14468 0.0551163 25.2909 68 9.551882 37.027341 14.436217 48.880489
67 2.14063 0.0352702 25.6374 69 9.540323 37.114602 14.451485 48.764176
68 2.13557 0.0439559 26.0337 70 9.486379 36.969168 14.420948 48.880489
69 2.13043 0.0848231 26.4129 71 9.532617 36.969168 14.436217 48.851410
70 2.12488 0.0447805 26.8103 72 9.459407 36.765561 14.394229 49.025880
71 2.12136 0.0374566 27.1786 73 9.459407 36.620128 14.371326 48.880489
72 2.11749 0.0493719 27.5433 74 9.359226 36.649215 14.378960 48.909567
73 2.11428 0.0410389 27.8972 75 9.309136 36.242001 14.359875 48.676941
74 2.11047 0.0375947 28.2767 76 9.232073 36.125654 14.466753 48.618785
75 2.10586 0.0847052 28.6523 77 9.043271 35.369401 14.371326 48.618785
76 2.10234 0.0529195 28.9743 78 9.008592 35.427574 14.447668 48.967723
77 2.10055 0.0261745 29.2964 79 8.966208 35.340314 14.436217 48.880489
78 2.09892 0.0246182 29.6932 80 8.973914 35.514834 14.413314 48.764176
79 2.09586 0.0572502 30.0999 81 9.000886 35.514834 14.443851 48.822332
80 2.09259 0.0475911 30.4787 82 8.962355 35.398487 14.482022 49.142192
81 2.08974 0.0282412 30.873 83 8.939236 35.282141 14.474387 49.054958
82 2.08664 0.0257726 31.2683 84 8.877586 35.165794 14.443851 48.938645
83 2.08498 0.0447507 31.6255 85 8.927677 34.991274 14.340789 48.735097
84 2.08279 0.0263481 32.0032 86 8.869880 35.020361 14.344606 48.793254
85 2.07945 0.0266356 32.3849 87 8.819790 34.933101 14.398046 48.880489
86 2.07713 0.0434765 32.7676 88 8.896852 35.136707 14.390411 48.851410
87 2.07473 0.0289937 33.1827 89 8.785112 34.787667 14.291167 48.502472
88 2.07291 0.0258703 33.5759 90 8.808230 34.787667 14.310253 48.735097
89 2.07077 0.0427732 33.9474 91 8.673371 34.438627 14.317887 48.589706
90 2.06925 0.0354442 34.3445 92 8.684930 34.525887 14.378960 48.851410
91 2.06808 0.0251867 34.7313 93 8.746580 34.642234 14.394229 48.967723
92 2.0661 0.0216317 35.1054 94 8.735021 34.525887 14.375143 48.880489
93 2.06551 0.0489893 35.4763 95 8.750433 34.351367 14.356058 48.909567
94 2.06441 0.025559 35.8152 96 8.758140 34.380454 14.386594 48.967723
95 2.06298 0.0182102 36.1895 97 8.781258 34.438627 14.336972 48.706019
96 2.06202 0.0217987 36.5736 98 8.731168 34.351367 14.329338 48.531550
97 2.06037 0.0333357 36.9519 99 8.727315 34.496800 14.325521 48.618785
98 2.05968 0.0588348 37.3459 100 8.684930 34.380454 14.268265 48.444315
99 2.05821 0.0167764 37.7214 101 8.700343 34.554974 14.264448 48.444315
100 2.05767 0.0159544 38.1013 102 8.700343 34.467714 14.287350 48.531550
101 2.05672 0.0207968 38.4707 103 8.731168 34.496800 14.298801 48.589706
102 2.05563 0.0403816 38.8157 104 8.708049 34.525887 14.272082 48.531550
103 2.05437 0.0207262 39.2078 105 8.723462 34.700407 14.241545 48.415237
104 2.05365 0.0137298 39.5785 106 8.684930 34.700407 14.222460 48.473393
105 2.05287 0.0167392 39.9486 107 8.665665 34.729494 14.245362 48.444315
106 2.05227 0.0355208 40.3413 108 8.773552 34.758581 14.302619 48.386159
107 2.05146 0.0184063 40.7047 109 8.738874 34.671321 14.317887 48.473393
108 2.05053 0.0144714 41.0846 110 8.704196 34.642234 14.298801 48.415237
109 2.04992 0.0162519 41.488 111 8.723462 34.671321 14.260631 48.444315
110 2.04935 0.0510331 41.8825 112 8.684930 34.525887 14.191923 48.269846
111 2.04791 0.0162411 42.2576 113 8.708049 34.758581 14.172838 48.328002
112 2.04742 0.0114905 42.6292 114 8.708049 34.700407 14.176655 48.269846
113 2.04685 0.0173544 42.9967 115 8.719609 34.787667 14.169021 48.298924
114 2.04652 0.0382217 43.3745 116 8.738874 34.729494 14.207191 48.298924
115 2.0459 0.0158488 43.7464 117 8.700343 34.613147 14.149935 48.211689
116 2.04535 0.0128096 44.1191 118 8.692637 34.584061 14.153752 48.240768
117 2.04487 0.0159646 44.4962 119 8.723462 34.554974 14.172838 48.298924
118 2.04418 0.0261924 44.8651 120 8.723462 34.409540 14.134667 48.240768
119 2.04353 0.0182824 45.2177 121 8.731168 34.496800 14.115581 48.211689
120 2.04318 0.0100236 45.6141 122 8.742727 34.584061 14.153752 48.124455
121 2.04268 0.0133794 45.9635 123 8.719609 34.525887 14.218643 48.298924
122 2.04226 0.0156954 46.3566 124 8.715755 34.525887 14.214826 48.415237
123 2.04174 0.0148009 46.7667 125 8.669518 34.322280 14.161386 48.444315
124 2.04127 0.011333 47.1089 126 8.715755 34.525887 14.153752 48.357081
125 2.04072 0.0150575 47.5253 127 8.715755 34.264107 14.230094 48.444315
126 2.04037 0.0164249 47.9015 128 8.681077 34.176847 14.199557 48.386159
127 2.04008 0.0104118 48.267 129 8.688784 34.264107 14.218643 48.502472
128 2.03973 0.00962727 48.6593 130 8.638693 34.147760 14.211008 48.502472
129 2.03938 0.0175744 49.0439 131 8.669518 34.235020 14.203374 48.473393
130 2.03897 0.0116546 49.4068 132 8.630987 34.205934 14.264448 48.502472
131 2.03867 0.00975671 49.7914 133 8.615574 34.176847 14.287350 48.589706
132 2.03833 0.0105448 50.1638 134 8.646399 34.235020 14.275899 48.473393
133 2.03804 0.0113251 50.5295 135 8.673371 34.176847 14.294984 48.444315
134 2.03773 0.0118146 50.925 136 8.719609 34.264107 14.283533 48.444315
135 2.03739 0.00986408 51.3438 137 8.715755 34.351367 14.256813 48.386159
136 2.03714 0.0146296 51.7445 138 8.738874 34.438627 14.283533 48.531550
137 2.03695 0.00910953 52.1102 139 8.719609 34.409540 14.249179 48.386159
138 2.03676 0.0084504 52.5141 140 8.700343 34.380454 14.268265 48.415237
139 2.03649 0.0127657 52.8995 141 8.642546 34.205934 14.287350 48.415237
140 2.03635 0.0174977 53.2646 142 8.627134 34.264107 14.275899 48.560628
141 2.03613 0.00774221 53.6321 143 8.646399 34.176847 14.264448 48.386159
142 2.03595 0.00644131 54.01 144 8.665665 34.205934 14.272082 48.415237
143 2.03578 0.00843508 54.386 145 8.665665 34.176847 14.272082 48.531550
144 2.03569 0.0254313 54.752 146 8.638693 33.944154 14.230094 48.531550
145 2.03542 0.00827304 55.1247 147 8.615574 33.885980 14.233911 48.560628
146 2.03526 0.0070518 55.4974 148 8.607868 33.973240 14.218643 48.531550
147 2.03506 0.0104554 55.7785 149 8.623281 33.973240 14.226277 48.618785
148 2.03477 0.0118149 56.0672 150 8.627134 33.944154 14.188106 48.502472
149 2.03463 0.0143493 56.7347 152 8.623281 33.885980 14.184289 48.560628
150 2.03441 0.00687238 57.13 153 8.646399 33.885980 14.172838 48.618785
151 2.03425 0.00582989 57.5087 154 8.623281 33.798720 14.180472 48.502472
152 2.03405 0.0125708 57.8996 155 8.607868 33.885980 14.188106 48.444315
153 2.0339 0.00940446 58.3018 156 8.619427 33.827807 14.176655 48.473393
154 2.03377 0.00726324 58.6798 157 8.634840 33.915067 14.142301 48.386159
155 2.03347 0.0118069 59.0367 158 8.638693 33.973240 14.142301 48.328002
156 2.03331 0.010369 59.414 159 8.669518 34.060500 14.127033 48.211689
157 2.03319 0.00639082 59.7544 160 8.638693 33.973240 14.107947 48.095377
158 2.03303 0.00550609 60.1326 161 8.642546 34.031414 14.169021 48.357081
159 2.03293 0.00999291 60.5215 162 8.630987 34.060500 14.153752 48.328002
160 2.0328 0.00777096 60.9031 163 8.604015 33.915067 14.138484 48.211689
161 2.0326 0.0117049 61.2871 164 8.630987 34.060500 14.104130 48.211689
162 2.03246 0.00829193 61.6535 165 8.607868 33.944154 14.157569 48.269846
163 2.03237 0.00678774 62.0241 166 8.607868 33.915067 14.142301 48.240768
164 2.03215 0.0144376 62.3995 167 8.638693 34.060500 14.165203 48.328002
165 2.03205 0.0133015 62.7092 168 8.584749 33.944154 14.100313 48.182611
166 2.03197 0.00545858 63.0362 169 8.615574 34.031414 14.142301 48.240768
167 2.0319 0.0037219 63.3164 170 8.611721 34.002327 14.149935 48.182611
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 14.68 seconds 
Total wallclock time: 63.3164 seconds 
Objective/gradient CPU time: 12.94 seconds 
Objective/gradient wallclock time: 54.182 seconds 
